Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Jul 07 2022 06:26:37,230,4,1,2,1.7,0.693,0.815,0.973,2,0,0.6925,0.8151,0.9729,-0.2804,-0.467,61 [.]
Jul 07 2022 06:26:49,295,2,4,12,3,0.832,0.793,0.971,3,1,0.168,0.2065,0.0289,0.1391,0.0274,95 [.]
Jul 07 2022 06:26:54,198,4,14,10,0.75,0.692,0.815,0.974,4,1,0.3082,0.1846,0.0263,0.2818,0.0943,48 [.]
Jul 07 2022 06:27:03,253,1,2,5,2.62,0.915,0.899,0.685,4,1,0.0852,0.1014,0.3147,-0.2295,-0.0918,74 [.]
Jul 07 2022 06:27:41,217,1,2,1,0.73,0.914,0.899,0.708,3,1,0.0856,0.1014,0.292,-0.2064,-0.078,58 [.]
Jul 07 2022 06:27:49,258,4,1,1,1,0.698,0.815,0.974,1,0,0.6975,0.815,0.9736,-0.2761,-0.4614,79 [.]
Jul 07 2022 06:27:57,47,6,20,25,1.24,0.582,0.717,0.963,4,1,0.418,0.2827,0.0369,0.3811,0.1733,M 山[.]
Jul 07 2022 06:29:24,293,2,4,3,0.84,0.835,0.96,0.973,3,1,0.1653,0.0396,0.027,0.1383,0.0266,93 [.]
Jul 07 2022 06:29:41,200,4,1,1,1,0.696,0.804,0.973,2,0,0.6962,0.804,0.9731,-0.2768,-0.4621,50 [.]
Jul 07 2022 06:29:47,234,1,2,3,1.38,0.916,0.897,0.728,4,1,0.0839,0.1035,0.2721,-0.1881,-0.067,65 [.]
Jul 07 2022 06:30:23,111,4,1,1,1,0.703,0.683,0.942,2,0,0.7028,0.6829,0.9417,-0.2389,-0.3929,02 [.]
Jul 07 2022 07:07:26,129,1,1,1,1,0.915,0.894,0.743,2,0,0.9155,0.8939,0.7426,0.1729,0.2867,20 [.]
Jul 07 2022 07:07:39,110,1,2,3,1.68,0.915,0.895,0.706,4,1,0.0846,0.1045,0.2941,-0.2095,-0.0793,01 [.]
Jul 07 2022 07:07:48,294,1,2,1,0.56,0.915,0.894,0.723,4,1,0.0847,0.1061,0.2771,-0.1923,-0.0696,94 [.]
Jul 07 2022 07:08:12,171,1,1,1,1,0.915,0.894,0.736,2,0,0.9151,0.894,0.7357,0.1794,0.2962,31 [.]
Jul 07 2022 07:09:02,53,6,1,1,1,0.586,0.706,0.963,2,0,0.5855,0.7062,0.9629,-0.3774,-0.5844,Y 言[.]
Jul 07 2022 07:09:50,252,4,1,1,1.28,0.699,0.813,0.975,2,0,0.6995,0.813,0.9754,-0.2759,-0.4622,73 [.]
Jul 07 2022 07:10:28,132,6,1,2,1.53,0.584,0.724,0.967,2,0,0.5844,0.7241,0.9667,-0.3823,-0.5929,17 [.]
Jul 07 2022 07:10:34,298,2,7,5,0.67,0.836,0.96,0.976,5,1,0.164,0.0402,0.024,0.1401,0.0263,98 [.]
Jul 07 2022 07:10:44,236,4,1,1,1,0.698,0.819,0.977,1,0,0.6984,0.819,0.9771,-0.2788,-0.4671,67 [.]
Jul 07 2022 07:11:26,292,2,1,1,1,0.835,0.96,0.979,2,0,0.8354,0.9597,0.9785,-0.1431,-0.2596,92 [.]
Jul 07 2022 07:11:45,60,6,20,17,0.84,0.583,0.718,0.968,3,1,0.4172,0.282,0.0323,0.3849,0.173,V 女[.]
Jul 07 2022 07:12:00,91,6,20,15,0.76,0.582,0.717,0.968,4,1,0.4177,0.2835,0.0325,0.3852,0.1734,2 [.]
Jul 07 2022 07:12:10,95,4,8,42,5.29,0.943,0.989,0.992,4,1,0.0569,0.0114,0.008,0.0489,0.0032,6 [.]
Jul 07 2022 07:12:41,46,6,20,14,0.72,0.582,0.698,0.966,4,1,0.4182,0.3023,0.0343,0.3839,0.1737,L 田[.]
Jul 07 2022 07:12:51,130,1,2,1,0.53,0.914,0.894,0.706,4,1,0.086,0.1065,0.2938,-0.2078,-0.0789,19 [.]
Jul 07 2022 10:12:58,136,6,20,29,1.44,0.581,0.693,0.965,4,1,0.4191,0.3069,0.0348,0.3843,0.1744,13 [.]
Jul 07 2022 10:13:06,43,6,20,24,1.2,0.581,0.673,0.963,5,1,0.4193,0.3268,0.0367,0.3826,0.1745,H 目[.]
Jul 11 2022 09:17:32,153,8,29,43,1.49,0.926,0.975,0.985,5,1,0.0736,0.0249,0.0152,0.0584,0.0052,24 [.]
Jul 11 2022 09:17:47,151,8,29,39,1.36,0.926,0.975,0.985,5,1,0.0736,0.0249,0.0145,0.0591,0.0052,22 [.]
Jul 12 2022 10:27:23,40,6,21,46,2.2,0.969,0.983,0.99,5,1,0.0306,0.0171,0.01,0.0206,0.0008,D 大[.]
Jul 12 2022 10:28:05,251,7,1,1,1,0.898,0.978,0.988,1,0,0.898,0.978,0.9878,-0.0898,-0.1694,72 [.]
Jul 13 2022 11:34:15,154,6,14,41,2.96,0.925,0.985,0.985,5,1,0.075,0.0146,0.0149,0.0601,0.0054,25 [.]
Jul 13 2022 12:39:19,377,6,20,28,1.4,0.58,0.65,0.961,4,1,0.4199,0.3497,0.039,0.3809,0.1748,二十一：需要培训团队成员的三个情景： 1、[.]要培训； 2、不懂本公司的规矩要培训； 3、有错误概念要培训。
Jul 13 2022 12:39:29,156,8,17,13,0.75,0.612,0.699,0.699,5,1,0.388,0.3006,0.3006,0.0874,0.0602,27 [.]
Jul 13 2022 12:39:34,215,7,25,39,1.55,0.957,0.98,0.989,5,1,0.0426,0.0204,0.0113,0.0313,0.0017,56 [.]
Jul 13 2022 12:39:42,254,10,1,2,2.14,0.403,0.496,0.946,2,0,0.4032,0.4964,0.9458,-0.5426,-0.732,75 [.]
